f4rm_system,baseline_system,dataset,classification,f4rm_n_frontier_points,baseline_n_frontier_points,f4rm_acc_min,f4rm_acc_max,f4rm_mem_min,f4rm_mem_max,baseline_acc_min,baseline_acc_max,baseline_mem_min,baseline_mem_max,n_joint_envelope_points,n_joint_envelope_from_f4rm,n_joint_envelope_from_baseline
F4RMS,BTHOWeN,Banknote,mixed,10,6,0.9418181818181818,1.0,1911.0,14816.0,0.8880000000000001,0.992,32.0,1024.0,13,7,6
F4RMS,BTHOWeN,Breast Cancer,mixed,5,5,0.9526315789473683,0.9666666666666666,15949.0,578436.0,0.6263157894736843,0.9596491228070174,128.0,7168.0,7,2,5
F4RMS,BTHOWeN,EEG Eye State,mixed,6,5,0.7935024477080551,0.9491544281263907,297738.3333333333,46280683.333333336,0.5560747663551402,0.580173564753004,64.0,640.0,11,6,5
F4RMS,BTHOWeN,Ecoli,mixed,13,6,0.8235294117647058,0.8764705882352942,4929.0,359190.0,0.5470588235294118,0.8411764705882353,128.0,7168.0,16,10,6
F4RMS,BTHOWeN,Glass,mixed,8,4,0.5767441860465116,0.7674418604651163,8003.0,1362462.0,0.4511627906976744,0.6744186046511629,96.0,672.0,10,6,4
F4RMS,BTHOWeN,Haberman,baseline_strict_dominates,2,2,0.7387096774193548,0.7419354838709677,1656.0,3324.0,0.7483870967741936,0.7516129032258064,32.0,64.0,2,0,2
F4RMS,BTHOWeN,Ionosphere,mixed,8,5,0.7887323943661972,0.952112676056338,19092.0,317202.0,0.6338028169014084,0.9183098591549296,128.0,3072.0,11,6,5
F4RMS,BTHOWeN,Iris,mixed,6,5,0.9199999999999999,0.9800000000000001,1359.0,12961.0,0.8666666666666668,0.96,48.0,288.0,9,4,5
F4RMS,BTHOWeN,Letter Recognition,mixed,5,10,0.93275,0.9539166666666666,1551405.0,63287388.333333336,0.24609999999999999,0.900925,832.0,79872.0,15,5,10
F4RMS,BTHOWeN,Magic Gamma,mixed,5,6,0.8394672274798457,0.8769716088328076,204711.66666666666,13703301.666666666,0.6698738170347003,0.7874868559411146,64.0,7680.0,11,5,6
F4RMS,BTHOWeN,Pendigits,mixed,4,8,0.9865090192511747,0.989389116264969,434211.6666666667,5059085.0,0.40545702592087307,0.9757162346521145,320.0,20480.0,12,4,8
F4RMS,BTHOWeN,Pima Diabetes,mixed,9,7,0.6935064935064934,0.764935064935065,5830.0,320999.0,0.6441558441558441,0.7337662337662337,32.0,6144.0,13,6,7
F4RMS,BTHOWeN,SatImage,mixed,4,9,0.8973561430793158,0.9180922757905651,618306.6666666666,6909791.666666667,0.6782270606531882,0.8796267496111975,384.0,26112.0,13,4,9
F4RMS,BTHOWeN,Seeds,mixed,5,6,0.8761904761904763,0.9333333333333333,2850.0,23040.0,0.6619047619047619,0.9095238095238095,48.0,2112.0,9,3,6
F4RMS,BTHOWeN,Segment,mixed,7,7,0.9021645021645022,0.9636363636363636,20512.0,1446270.0,0.7943722943722944,0.9415584415584416,336.0,12544.0,12,5,7
F4RMS,BTHOWeN,Steel Plates,mixed,13,8,0.7048843187660668,0.9948586118251928,16305.0,17107741.0,0.6735218508997429,0.8910025706940875,128.0,7680.0,18,10,8
F4RMS,BTHOWeN,Vehicle,mixed,11,9,0.6705882352941177,0.7552941176470588,16538.0,1178228.0,0.3870588235294118,0.6905882352941177,128.0,4608.0,19,10,9
F4RMS,BTHOWeN,Waveform,mixed,3,7,0.84,0.8496666666666667,1361695.0,24931100.0,0.3386,0.8154,240.0,11520.0,10,3,7
F4RMS,BTHOWeN,Wine,mixed,3,8,0.41666666666666663,0.9833333333333334,7023.0,38231.0,0.4722222222222222,0.9666666666666666,96.0,2496.0,10,2,8
F4RMS,BTHOWeN,Yeast,mixed,13,7,0.4040404040404041,0.6161616161616161,13005.0,7483777.0,0.32861952861952864,0.5252525252525253,160.0,30720.0,19,12,7
F4RMS,DWN,Balance Scale,f4rm_strict_dominates,11,3,0.7183999999999999,0.9072000000000001,2914.0,412513.0,0.7679999999999999,0.8213333333333334,5382.0,47936.0,11,11,0
F4RMS,DWN,Banknote,f4rm_strict_dominates,10,3,0.9418181818181818,1.0,1911.0,14816.0,0.9466666666666667,0.9927272727272727,5400.0,48000.0,10,10,0
F4RMS,DWN,Breast Cancer,mixed,5,2,0.9526315789473683,0.9666666666666666,15949.0,578436.0,0.935672514619883,0.9649122807017543,5400.0,24000.0,4,2,2
F4RMS,DWN,EEG Eye State,mixed,6,4,0.7935024477080551,0.9491544281263907,297738.3333333333,46280683.333333336,0.7997329773030707,0.8854027592345349,5400.0,96000.0,8,4,4
F4RMS,DWN,Ecoli,mixed,13,3,0.8235294117647058,0.8764705882352942,4929.0,359190.0,0.8186274509803922,0.8676470588235294,5328.0,47872.0,14,13,1
F4RMS,DWN,Glass,mixed,8,3,0.5767441860465116,0.7674418604651163,8003.0,1362462.0,0.6201550387596899,0.7286821705426357,5328.0,95872.0,8,7,1
F4RMS,DWN,Haberman,f4rm_strict_dominates,2,1,0.7387096774193548,0.7419354838709677,1656.0,3324.0,0.6989247311827956,0.6989247311827956,5400.0,5400.0,2,2,0
F4RMS,DWN,Ionosphere,mixed,8,2,0.7887323943661972,0.952112676056338,19092.0,317202.0,0.9014084507042254,0.9107981220657276,5400.0,48000.0,7,6,1
F4RMS,DWN,Iris,f4rm_strict_dominates,6,1,0.9199999999999999,0.9800000000000001,1359.0,12961.0,0.9555555555555556,0.9555555555555556,5382.0,5382.0,6,6,0
F4RMS,DWN,Letter Recognition,mixed,5,4,0.93275,0.9539166666666666,1551405.0,63287388.333333336,0.47625,0.9398333333333332,5004.0,95616.0,8,4,4
F4RMS,DWN,Magic Gamma,mixed,5,3,0.8394672274798457,0.8769716088328076,204711.66666666666,13703301.666666666,0.806869961444094,0.8214160532772521,5400.0,96000.0,8,5,3
F4RMS,DWN,Pendigits,mixed,4,4,0.9865090192511747,0.989389116264969,434211.6666666667,5059085.0,0.9173866909201153,0.9886311959981811,5400.0,96000.0,6,2,4
F4RMS,DWN,Pima Diabetes,mixed,9,2,0.6935064935064934,0.764935064935065,5830.0,320999.0,0.6969696969696969,0.7164502164502164,5400.0,24000.0,9,8,1
F4RMS,DWN,SatImage,mixed,4,3,0.8973561430793158,0.9180922757905651,618306.6666666666,6909791.666666667,0.8639191290824261,0.9061689994815967,5328.0,47936.0,6,3,3
F4RMS,DWN,Seeds,mixed,5,1,0.8761904761904763,0.9333333333333333,2850.0,23040.0,0.9206349206349206,0.9206349206349206,5382.0,5382.0,5,4,1
F4RMS,DWN,Segment,baseline_strict_dominates,7,3,0.9021645021645022,0.9636363636363636,20512.0,1446270.0,0.9285714285714285,0.9747474747474748,5364.0,47904.0,3,0,3
F4RMS,DWN,Steel Plates,baseline_strict_dominates,13,1,0.7048843187660668,0.9948586118251928,16305.0,17107741.0,1.0,1.0,5400.0,5400.0,1,0,1
F4RMS,DWN,Vehicle,mixed,11,3,0.6705882352941177,0.7552941176470588,16538.0,1178228.0,0.688235294117647,0.7450980392156863,5400.0,96000.0,7,4,3
F4RMS,DWN,Waveform,mixed,3,2,0.84,0.8496666666666667,1361695.0,24931100.0,0.8163333333333332,0.8286666666666666,5382.0,47936.0,5,3,2
F4RMS,DWN,Wine,mixed,3,2,0.41666666666666663,0.9833333333333334,7023.0,38231.0,0.9537037037037037,0.9722222222222222,5382.0,95968.0,3,2,1
F4RMS,DWN,Yeast,mixed,13,3,0.4040404040404041,0.6161616161616161,13005.0,7483777.0,0.494949494949495,0.5757575757575757,5400.0,48000.0,15,12,3
F4RMS,ULEEN,Balance Scale,mixed,11,6,0.7183999999999999,0.9072000000000001,2914.0,412513.0,0.5439999999999999,0.88,72.0,2560.0,12,6,6
F4RMS,ULEEN,Banknote,mixed,10,5,0.9418181818181818,1.0,1911.0,14816.0,0.9018181818181819,0.9866666666666667,48.0,2080.0,13,8,5
F4RMS,ULEEN,Breast Cancer,mixed,5,4,0.9526315789473683,0.9666666666666666,15949.0,578436.0,0.9093567251461989,0.9590643274853802,272.0,5328.0,7,3,4
F4RMS,ULEEN,EEG Eye State,mixed,6,4,0.7935024477080551,0.9491544281263907,297738.3333333333,46280683.333333336,0.5657543391188251,0.6637739207832666,144.0,1920.0,10,6,4
F4RMS,ULEEN,Ecoli,baseline_strict_dominates,13,5,0.8235294117647058,0.8764705882352942,4929.0,359190.0,0.5,0.9019607843137255,320.0,7040.0,5,0,5
F4RMS,ULEEN,Glass,mixed,8,3,0.5767441860465116,0.7674418604651163,8003.0,1362462.0,0.3488372093023256,0.6666666666666666,288.0,1536.0,9,6,3
F4RMS,ULEEN,Haberman,mixed,2,4,0.7387096774193548,0.7419354838709677,1656.0,3324.0,0.6451612903225806,0.7365591397849464,48.0,480.0,6,2,4
F4RMS,ULEEN,Ionosphere,mixed,8,3,0.7887323943661972,0.952112676056338,19092.0,317202.0,0.7230046948356806,0.948356807511737,304.0,2688.0,5,2,3
F4RMS,ULEEN,Iris,mixed,6,4,0.9199999999999999,0.9800000000000001,1359.0,12961.0,0.39999999999999997,0.9,72.0,2560.0,9,6,3
F4RMS,ULEEN,Letter Recognition,mixed,5,4,0.93275,0.9539166666666666,1551405.0,63287388.333333336,0.521,0.8814166666666666,1872.0,24960.0,9,5,4
F4RMS,ULEEN,Magic Gamma,mixed,5,5,0.8394672274798457,0.8769716088328076,204711.66666666666,13703301.666666666,0.7887311601822643,0.8386785839467228,96.0,1280.0,10,5,5
F4RMS,ULEEN,Pendigits,mixed,4,7,0.9865090192511747,0.989389116264969,434211.6666666667,5059085.0,0.8873730483553129,0.9878732757313932,720.0,21760.0,10,3,7
F4RMS,ULEEN,Pima Diabetes,baseline_strict_dominates,9,6,0.6935064935064934,0.764935064935065,5830.0,320999.0,0.6883116883116883,0.7683982683982684,80.0,3520.0,6,0,6
F4RMS,ULEEN,SatImage,mixed,4,4,0.8973561430793158,0.9180922757905651,618306.6666666666,6909791.666666667,0.847071021254536,0.8994297563504405,960.0,13440.0,7,3,4
F4RMS,ULEEN,Seeds,baseline_strict_dominates,5,5,0.8761904761904763,0.9333333333333333,2850.0,23040.0,0.6428571428571429,0.9444444444444443,120.0,2304.0,5,0,5
F4RMS,ULEEN,Segment,mixed,7,8,0.9021645021645022,0.9636363636363636,20512.0,1446270.0,0.8152958152958153,0.9502164502164502,616.0,14560.0,12,4,8
F4RMS,ULEEN,Steel Plates,baseline_strict_dominates,13,5,0.7048843187660668,0.9948586118251928,16305.0,17107741.0,0.7960582690659811,1.0,304.0,7392.0,5,0,5
F4RMS,ULEEN,Vehicle,mixed,11,8,0.6705882352941177,0.7552941176470588,16538.0,1178228.0,0.503921568627451,0.7411764705882353,352.0,11840.0,10,2,8
F4RMS,ULEEN,Waveform,mixed,3,3,0.84,0.8496666666666667,1361695.0,24931100.0,0.79,0.838,528.0,6336.0,6,3,3
F4RMS,ULEEN,Wine,mixed,3,5,0.41666666666666663,0.9833333333333334,7023.0,38231.0,0.6296296296296297,0.9537037037037037,192.0,7040.0,7,2,5
F4RMS,ULEEN,Yeast,mixed,13,6,0.4040404040404041,0.6161616161616161,13005.0,7483777.0,0.4377104377104377,0.5970819304152638,400.0,8320.0,12,6,6
Random-WiSARD-cuckoo,DT,Balance Scale,f4rm_strict_dominates,11,25,0.22399999999999998,0.9008,48.6,3686.4,0.45600000000000007,0.7792,1250.0,3791.4,11,11,0
Random-WiSARD-cuckoo,DT,Banknote,f4rm_strict_dominates,21,39,0.5563636363636364,1.0,31.0,2720.0,0.8378181818181819,0.9854545454545454,1398.0,4415.0,21,21,0
Random-WiSARD-cuckoo,DT,Breast Cancer,f4rm_strict_dominates,9,26,0.9017543859649123,0.9614035087719298,239.6,18148.8,0.9017543859649123,0.9438596491228071,1559.0,2653.4,9,9,0
Random-WiSARD-cuckoo,DT,EEG Eye State,mixed,37,96,0.5510680907877169,0.9371161548731642,116.2,724750.2,0.5510680907877169,0.8411882510013351,1238.0,167339.0,101,32,69
Random-WiSARD-cuckoo,DT,Ecoli,f4rm_strict_dominates,7,26,0.7705882352941177,0.8705882352941178,116.2,5427.6,0.7529411764705882,0.8352941176470589,1892.0,3377.8,7,7,0
Random-WiSARD-cuckoo,DT,Glass,f4rm_strict_dominates,11,34,0.5581395348837208,0.7674418604651163,174.0,7522.4,0.48372093023255813,0.7162790697674419,1970.0,6684.0,11,11,0
Random-WiSARD-cuckoo,DT,Haberman,mixed,5,12,0.7419354838709677,0.7483870967741936,24.6,225.4,0.7419354838709677,0.7612903225806452,1238.0,2717.0,8,5,3
Random-WiSARD-cuckoo,DT,Ionosphere,f4rm_strict_dominates,13,19,0.38591549295774646,0.9492957746478872,265.8,17471.6,0.8676056338028169,0.9014084507042254,1528.4,1817.0,13,13,0
Random-WiSARD-cuckoo,DT,Iris,mixed,3,26,0.8666666666666668,0.9666666666666668,24.6,3156.6,0.9466666666666667,0.9666666666666668,1846.0,2308.4,5,2,3
Random-WiSARD-cuckoo,DT,Letter Recognition,f4rm_strict_dominates,28,29,0.08954999999999999,0.9536,1662.4,923124.0,0.4225833333333333,0.8851666666666667,11505.333333333334,996713.3333333334,28,28,0
Random-WiSARD-cuckoo,DT,Magic Gamma,mixed,27,15,0.6482649842271293,0.8684016824395373,82.0,333119.0,0.6482649842271293,0.8442691903259727,1238.0,63936.8,28,19,9
Random-WiSARD-cuckoo,DT,Pendigits,f4rm_strict_dominates,19,118,0.344974988631196,0.9895407003183265,583.8,324562.6,0.10413824465666213,0.9628922237380628,1334.0,76695.8,19,19,0
Random-WiSARD-cuckoo,DT,Pima Diabetes,mixed,13,31,0.6493506493506493,0.7675324675324675,65.0,5210.8,0.6493506493506493,0.7701298701298701,1351.0,2734.8,23,10,13
Random-WiSARD-cuckoo,DT,SatImage,mixed,25,77,0.35769828926905134,0.9087091757387247,865.6,505156.6,0.6979782270606532,0.8682737169517886,1942.6,15384.2,68,23,45
Random-WiSARD-cuckoo,DT,Seeds,f4rm_strict_dominates,5,25,0.8476190476190476,0.9380952380952381,61.6,340.8,0.8761904761904763,0.9285714285714285,1605.0,2347.2,5,5,0
Random-WiSARD-cuckoo,DT,Segment,mixed,24,59,0.5220779220779221,0.9701298701298701,406.2,117951.0,0.6645021645021645,0.9675324675324675,2440.0,14779.0,26,20,6
Random-WiSARD-cuckoo,DT,Steel Plates,mixed,21,63,0.6529562982005142,0.9830334190231362,231.8,229136.2,0.6529562982005142,1.0,1238.0,2201.0,63,9,54
Random-WiSARD-cuckoo,DT,Vehicle,f4rm_strict_dominates,15,36,0.38588235294117645,0.7482352941176471,278.0,57124.8,0.25882352941176473,0.7235294117647059,1310.0,7156.8,15,15,0
Random-WiSARD-cuckoo,DT,Waveform,mixed,12,71,0.343,0.8486,502.6,188580.6,0.5734,0.7727999999999999,1426.0,17873.4,72,9,63
Random-WiSARD-cuckoo,DT,Wine,f4rm_strict_dominates,8,27,0.9055555555555556,0.9888888888888889,134.6,1389.8,0.8388888888888889,0.9388888888888889,1846.0,2764.2,8,8,0
Random-WiSARD-cuckoo,DT,Yeast,mixed,19,28,0.3191919191919192,0.6161616161616161,237.2,56263.4,0.31313131313131315,0.593939393939394,1414.0,10064.0,24,14,10
Random-WiSARD-cuckoo,RF,Balance Scale,f4rm_strict_dominates,11,5,0.22399999999999998,0.9008,48.6,3686.4,0.8272,0.8656,58700.6,303832.4,11,11,0
Random-WiSARD-cuckoo,RF,Banknote,f4rm_strict_dominates,21,5,0.5563636363636364,1.0,31.0,2720.0,0.9883636363636363,0.997090909090909,33119.0,41986.0,21,21,0
Random-WiSARD-cuckoo,RF,Breast Cancer,mixed,9,5,0.9017543859649123,0.9614035087719298,239.6,18148.8,0.9491228070175438,0.9631578947368421,18519.0,309058.8,10,9,1
Random-WiSARD-cuckoo,RF,EEG Eye State,f4rm_strict_dominates,37,14,0.5510680907877169,0.9371161548731642,116.2,724750.2,0.8123052959501558,0.933355585224744,191108.66666666666,39077740.333333336,37,37,0
Random-WiSARD-cuckoo,RF,Ecoli,mixed,7,13,0.7705882352941177,0.8705882352941178,116.2,5427.6,0.8352941176470589,0.8823529411764707,44010.2,1023460.2,11,7,4
Random-WiSARD-cuckoo,RF,Glass,mixed,11,7,0.5581395348837208,0.7674418604651163,174.0,7522.4,0.7488372093023256,0.813953488372093,36196.0,1616555.8,15,11,4
Random-WiSARD-cuckoo,RF,Haberman,f4rm_strict_dominates,5,5,0.7419354838709677,0.7483870967741936,24.6,225.4,0.6806451612903226,0.7258064516129032,35016.0,675030.2,5,5,0
Random-WiSARD-cuckoo,RF,Ionosphere,f4rm_strict_dominates,13,10,0.38591549295774646,0.9492957746478872,265.8,17471.6,0.904225352112676,0.9380281690140844,19548.0,158972.0,13,13,0
Random-WiSARD-cuckoo,RF,Iris,f4rm_strict_dominates,3,5,0.8666666666666668,0.9666666666666668,24.6,3156.6,0.9533333333333334,0.9666666666666668,11918.8,17187.2,3,3,0
Random-WiSARD-cuckoo,RF,Letter Recognition,mixed,28,13,0.08954999999999999,0.9536,1662.4,923124.0,0.6835,0.9659166666666668,647948.0,229085524.33333334,31,28,3
Random-WiSARD-cuckoo,RF,Magic Gamma,mixed,27,11,0.6482649842271293,0.8684016824395373,82.0,333119.0,0.8558534875569576,0.8780231335436383,187751.66666666666,43885953.666666664,34,27,7
Random-WiSARD-cuckoo,RF,Pendigits,mixed,19,11,0.344974988631196,0.9895407003183265,583.8,324562.6,0.9520994391390025,0.9912081249052599,289934.0,10343847.0,21,19,2
Random-WiSARD-cuckoo,RF,Pima Diabetes,mixed,13,5,0.6493506493506493,0.7675324675324675,65.0,5210.8,0.7571428571428571,0.7909090909090909,62235.0,1488814.0,17,13,4
Random-WiSARD-cuckoo,RF,SatImage,mixed,25,14,0.35769828926905134,0.9087091757387247,865.6,505156.6,0.8884914463452566,0.9161741835147744,207186.6,4558346.2,27,25,2
Random-WiSARD-cuckoo,RF,Seeds,f4rm_strict_dominates,5,3,0.8476190476190476,0.9380952380952381,61.6,340.8,0.8952380952380953,0.9285714285714285,14976.6,95260.4,5,5,0
Random-WiSARD-cuckoo,RF,Segment,mixed,24,18,0.5220779220779221,0.9701298701298701,406.2,117951.0,0.9424242424242424,0.9770562770562771,56062.0,2002349.8,32,24,8
Random-WiSARD-cuckoo,RF,Steel Plates,mixed,21,2,0.6529562982005142,0.9830334190231362,231.8,229136.2,1.0,1.0,14849.0,14849.0,17,15,2
Random-WiSARD-cuckoo,RF,Vehicle,mixed,15,8,0.38588235294117645,0.7482352941176471,278.0,57124.8,0.7211764705882353,0.7505882352941177,77713.4,1064387.6,17,15,2
Random-WiSARD-cuckoo,RF,Waveform,mixed,12,6,0.343,0.8486,502.6,188580.6,0.8192,0.8577999999999999,216224.0,8791481.6,15,12,3
Random-WiSARD-cuckoo,RF,Wine,f4rm_strict_dominates,8,6,0.9055555555555556,0.9888888888888889,134.6,1389.8,0.9333333333333332,0.9777777777777779,13445.6,21625.4,8,8,0
Random-WiSARD-cuckoo,RF,Yeast,mixed,19,5,0.3191919191919192,0.6161616161616161,237.2,56263.4,0.6161616161616161,0.6316498316498317,150800.8,1417648.0,23,19,4
Random-WiSARD-cuckoo,XGBoost,Balance Scale,mixed,11,3,0.22399999999999998,0.9008,48.6,3686.4,0.8848,0.9040000000000001,490686.6,1713265.8,12,11,1
Random-WiSARD-cuckoo,XGBoost,Banknote,f4rm_strict_dominates,21,1,0.5563636363636364,1.0,31.0,2720.0,0.9978181818181818,0.9978181818181818,77586.6,77586.6,21,21,0
Random-WiSARD-cuckoo,XGBoost,Breast Cancer,mixed,9,3,0.9017543859649123,0.9614035087719298,239.6,18148.8,0.9631578947368421,0.9701754385964912,66483.0,249884.0,12,9,3
Random-WiSARD-cuckoo,XGBoost,EEG Eye State,mixed,37,14,0.5510680907877169,0.9371161548731642,116.2,724750.2,0.8462394303515799,0.9564975522919448,200759.33333333334,6358373.666666667,44,37,7
Random-WiSARD-cuckoo,XGBoost,Ecoli,f4rm_strict_dominates,7,4,0.7705882352941177,0.8705882352941178,116.2,5427.6,0.8470588235294118,0.8617647058823529,525955.8,5986579.8,7,7,0
Random-WiSARD-cuckoo,XGBoost,Glass,mixed,11,4,0.5581395348837208,0.7674418604651163,174.0,7522.4,0.7581395348837209,0.7906976744186046,404410.6,4641429.8,14,11,3
Random-WiSARD-cuckoo,XGBoost,Haberman,f4rm_strict_dominates,5,6,0.7419354838709677,0.7483870967741936,24.6,225.4,0.6741935483870968,0.732258064516129,131495.8,218611.0,5,5,0
Random-WiSARD-cuckoo,XGBoost,Ionosphere,f4rm_strict_dominates,13,2,0.38591549295774646,0.9492957746478872,265.8,17471.6,0.943661971830986,0.9464788732394366,70085.4,703319.4,13,13,0
Random-WiSARD-cuckoo,XGBoost,Iris,f4rm_strict_dominates,3,3,0.8666666666666668,0.9666666666666668,24.6,3156.6,0.9333333333333333,0.9533333333333334,165102.4,228362.8,3,3,0
Random-WiSARD-cuckoo,XGBoost,Letter Recognition,mixed,28,12,0.08954999999999999,0.9536,1662.4,923124.0,0.9188333333333333,0.9660833333333333,4588684.666666667,40324397.333333336,36,28,8
Random-WiSARD-cuckoo,XGBoost,Magic Gamma,mixed,27,7,0.6482649842271293,0.8684016824395373,82.0,333119.0,0.8731160182264284,0.885471433578689,208698.0,2300855.0,32,25,7
Random-WiSARD-cuckoo,XGBoost,Pendigits,mixed,19,3,0.344974988631196,0.9895407003183265,583.8,324562.6,0.9871153554646052,0.9915112930119752,1638448.3333333333,4466160.333333333,20,19,1
Random-WiSARD-cuckoo,XGBoost,Pima Diabetes,mixed,13,5,0.6493506493506493,0.7675324675324675,65.0,5210.8,0.7480519480519481,0.7844155844155845,147251.0,184317.8,15,13,2
Random-WiSARD-cuckoo,XGBoost,SatImage,mixed,25,9,0.35769828926905134,0.9087091757387247,865.6,505156.6,0.9116122343182996,0.9240539139450492,1069487.0,6008074.0,34,25,9
Random-WiSARD-cuckoo,XGBoost,Seeds,mixed,5,2,0.8476190476190476,0.9380952380952381,61.6,340.8,0.9333333333333332,0.9428571428571428,169751.8,170834.8,6,5,1
Random-WiSARD-cuckoo,XGBoost,Segment,mixed,24,3,0.5220779220779221,0.9701298701298701,406.2,117951.0,0.9848484848484848,0.9857142857142858,520191.6,2470151.6,27,24,3
Random-WiSARD-cuckoo,XGBoost,Steel Plates,mixed,21,1,0.6529562982005142,0.9830334190231362,231.8,229136.2,1.0,1.0,87123.0,87123.0,20,19,1
Random-WiSARD-cuckoo,XGBoost,Vehicle,mixed,15,3,0.38588235294117645,0.7482352941176471,278.0,57124.8,0.7588235294117647,0.7694117647058822,484372.2,1536395.6,18,15,3
Random-WiSARD-cuckoo,XGBoost,Waveform,mixed,12,3,0.343,0.8486,502.6,188580.6,0.8513999999999999,0.8577999999999999,577110.6,2074121.8,15,12,3
Random-WiSARD-cuckoo,XGBoost,Wine,f4rm_strict_dominates,8,8,0.9055555555555556,0.9888888888888889,134.6,1389.8,0.9666666666666666,0.9777777777777779,148644.6,191448.4,8,8,0
Random-WiSARD-cuckoo,XGBoost,Yeast,mixed,19,5,0.3191919191919192,0.6161616161616161,237.2,56263.4,0.5885521885521886,0.6195286195286196,1203103.8,6972888.0,22,19,3
Random-WiSARD-cuckoo,LightGBM,Balance Scale,mixed,11,4,0.22399999999999998,0.9008,48.6,3686.4,0.9008,0.9040000000000001,304656.2,306372.2,14,11,3
Random-WiSARD-cuckoo,LightGBM,Banknote,f4rm_strict_dominates,21,9,0.5563636363636364,1.0,31.0,2720.0,0.9767272727272728,0.9978181818181818,115313.0,131711.8,21,21,0
Random-WiSARD-cuckoo,LightGBM,Breast Cancer,mixed,9,15,0.9017543859649123,0.9614035087719298,239.6,18148.8,0.9578947368421054,0.9719298245614034,75446.6,549346.4,18,9,9
Random-WiSARD-cuckoo,LightGBM,EEG Eye State,mixed,37,8,0.5510680907877169,0.9371161548731642,116.2,724750.2,0.8681575433911882,0.9601691143747219,178689.66666666666,14623904.666666666,42,37,5
Random-WiSARD-cuckoo,LightGBM,Ecoli,f4rm_strict_dominates,7,12,0.7705882352941177,0.8705882352941178,116.2,5427.6,0.8235294117647058,0.8529411764705882,448657.2,3109753.2,7,7,0
Random-WiSARD-cuckoo,LightGBM,Glass,mixed,11,18,0.5581395348837208,0.7674418604651163,174.0,7522.4,0.7023255813953488,0.7767441860465116,335489.0,2111415.8,17,11,6
Random-WiSARD-cuckoo,LightGBM,Haberman,f4rm_strict_dominates,5,3,0.7419354838709677,0.7483870967741936,24.6,225.4,0.7387096774193548,0.7387096774193548,90323.8,90323.8,5,5,0
Random-WiSARD-cuckoo,LightGBM,Ionosphere,f4rm_strict_dominates,13,15,0.38591549295774646,0.9492957746478872,265.8,17471.6,0.9295774647887324,0.9492957746478872,79871.0,113756.0,13,13,0
Random-WiSARD-cuckoo,LightGBM,Iris,f4rm_strict_dominates,3,3,0.8666666666666668,0.9666666666666668,24.6,3156.6,0.9533333333333334,0.9533333333333334,128407.6,128407.6,3,3,0
Random-WiSARD-cuckoo,LightGBM,Letter Recognition,mixed,28,6,0.08954999999999999,0.9536,1662.4,923124.0,0.927,0.9703333333333334,4538424.0,48265498.0,32,28,4
Random-WiSARD-cuckoo,LightGBM,Magic Gamma,mixed,27,6,0.6482649842271293,0.8684016824395373,82.0,333119.0,0.8760953382404487,0.8845075359270943,176887.66666666666,3462928.3333333335,31,25,6
Random-WiSARD-cuckoo,LightGBM,Pendigits,mixed,19,5,0.344974988631196,0.9895407003183265,583.8,324562.6,0.9804456571168713,0.9915112930119752,1692481.0,14978396.0,22,19,3
Random-WiSARD-cuckoo,LightGBM,Pima Diabetes,mixed,13,3,0.6493506493506493,0.7675324675324675,65.0,5210.8,0.7844155844155845,0.7883116883116883,158042.0,162131.6,16,13,3
Random-WiSARD-cuckoo,LightGBM,SatImage,mixed,25,7,0.35769828926905134,0.9087091757387247,865.6,505156.6,0.9020217729393468,0.9297563504406429,1012520.0,10667336.333333334,31,25,6
Random-WiSARD-cuckoo,LightGBM,Seeds,mixed,5,12,0.8476190476190476,0.9380952380952381,61.6,340.8,0.9285714285714285,0.9476190476190476,157467.2,216321.6,11,5,6
Random-WiSARD-cuckoo,LightGBM,Segment,mixed,24,7,0.5220779220779221,0.9701298701298701,406.2,117951.0,0.9675324675324676,0.987012987012987,693810.6666666666,3841719.0,30,24,6
Random-WiSARD-cuckoo,LightGBM,Steel Plates,mixed,21,1,0.6529562982005142,0.9830334190231362,231.8,229136.2,1.0,1.0,94387.2,94387.2,20,19,1
Random-WiSARD-cuckoo,LightGBM,Vehicle,mixed,15,6,0.38588235294117645,0.7482352941176471,278.0,57124.8,0.7341176470588235,0.7647058823529411,544402.2,762073.8,20,15,5
Random-WiSARD-cuckoo,LightGBM,Waveform,mixed,12,5,0.343,0.8486,502.6,188580.6,0.8493333333333334,0.858,524875.6666666666,2163033.3333333335,17,12,5
Random-WiSARD-cuckoo,LightGBM,Wine,f4rm_strict_dominates,8,6,0.9055555555555556,0.9888888888888889,134.6,1389.8,0.9555555555555555,0.9666666666666666,140998.6,151505.6,8,8,0
Random-WiSARD-cuckoo,LightGBM,Yeast,mixed,19,1,0.3191919191919192,0.6161616161616161,237.2,56263.4,0.6215488215488215,0.6215488215488215,1283755.4,1283755.4,20,19,1
Random-WiSARD-cuckoo,CatBoost,Balance Scale,mixed,11,1,0.22399999999999998,0.9008,48.6,3686.4,0.9173333333333334,0.9173333333333334,64560.0,64560.0,12,11,1
Random-WiSARD-cuckoo,CatBoost,Banknote,f4rm_strict_dominates,21,2,0.5563636363636364,1.0,31.0,2720.0,0.9963636363636365,0.9975757575757576,40288.0,172645.33333333334,21,21,0
