system,dataset,hp_id,test_acc,mem_bytes,train_s,infer_us_per_sample
F4RMS,Segment,"{""K"": 5, ""a"": 4, ""bleach"": 1, ""t"": 64}",0.9593073593073594,288061.0,0.12345795859582723,229.3672978583707
F4RMS,Segment,"{""K"": 10, ""a"": 4, ""bleach"": 1, ""t"": 64}",0.9632034632034632,578375.0,0.24835346678737552,461.4367069640233
F4RMS,Segment,"{""K"": 25, ""a"": 4, ""bleach"": 1, ""t"": 64}",0.9636363636363636,1446270.0,0.6299407334066928,1161.7687228942104
F4RMS,Waveform,"{""K"": 10, ""a"": 8, ""bleach"": 1, ""t"": 16}",0.8399999999999999,1361695.0,0.130906180672658,86.4651253214106
F4RMS,Waveform,"{""K"": 10, ""a"": 16, ""bleach"": 1, ""t"": 16}",0.8486666666666666,4842691.666666667,0.1057943746758004,61.39000000742575
F4RMS,Waveform,"{""K"": 50, ""a"": 8, ""bleach"": 1, ""t"": 64}",0.8496666666666667,24931100.0,2.5316384446729594,1795.672972376148
F4RMS,SatImage,"{""K"": 10, ""a"": 8, ""bleach"": 1, ""t"": 16}",0.8973561430793157,618306.6666666666,0.1561538336876159,108.7891718371737
F4RMS,SatImage,"{""K"": 10, ""a"": 16, ""bleach"": 1, ""t"": 16}",0.9103162260238465,1173550.0,0.12284570866419624,72.11302255365773
F4RMS,SatImage,"{""K"": 10, ""a"": 32, ""bleach"": 1, ""t"": 16}",0.9126490409538621,1818541.6666666667,0.09886801429092884,45.989167395189305
F4RMS,SatImage,"{""K"": 10, ""a"": 32, ""bleach"": 1, ""t"": 64}",0.9180922757905651,6909791.666666667,0.36886195834570873,184.93476781961274
F4RMS,Pendigits,"{""K"": 10, ""a"": 8, ""bleach"": 1, ""t"": 16}",0.9865090192511747,434211.6666666667,0.1345862360127891,69.85644354546103
F4RMS,Pendigits,"{""K"": 10, ""a"": 16, ""bleach"": 1, ""t"": 16}",0.9883280278914658,883046.6666666666,0.10546416665116946,47.4377180514181
F4RMS,Pendigits,"{""K"": 50, ""a"": 16, ""bleach"": 1, ""t"": 16}",0.9892375322116114,4421958.333333333,0.47543323629846174,236.0333927422965
F4RMS,Pendigits,"{""K"": 10, ""a"": 32, ""bleach"": 1, ""t"": 64}",0.9893891162649688,5059085.0,0.30886113868715864,118.29020768461605
F4RMS,Pendigits,"{""K"": 50, ""a"": 16, ""bleach"": 1, ""t"": 64}",0.989389116264969,16438201.666666666,1.8251657920191064,944.272282851553
F4RMS,EEG Eye State,"{""K"": 10, ""a"": 8, ""bleach"": 1, ""t"": 16}",0.7935024477080551,297738.3333333333,0.11385002763321002,18.470349244343993
F4RMS,EEG Eye State,"{""K"": 10, ""a"": 8, ""bleach"": 1, ""t"": 64}",0.8647085002225189,1075228.3333333333,0.40303970795745653,72.81744648585561
F4RMS,EEG Eye State,"{""K"": 10, ""a"": 16, ""bleach"": 1, ""t"": 16}",0.9078771695594124,1270938.3333333333,0.10262158299641062,13.850406977452892
F4RMS,EEG Eye State,"{""K"": 10, ""a"": 32, ""bleach"": 1, ""t"": 16}",0.9312416555407209,2539753.3333333335,0.08837741667715211,9.984275368409099
F4RMS,EEG Eye State,"{""K"": 10, ""a"": 32, ""bleach"": 1, ""t"": 64}",0.9458166444147752,9271241.666666666,0.27815422202305246,38.60278050305383
F4RMS,EEG Eye State,"{""K"": 50, ""a"": 32, ""bleach"": 1, ""t"": 64}",0.9491544281263907,46280683.333333336,1.347609138659512,193.6843570179427
F4RMS,Magic Gamma,"{""K"": 10, ""a"": 8, ""bleach"": 1, ""t"": 16}",0.8394672274798457,204711.66666666666,0.10877538903150707,12.628826503441145
F4RMS,Magic Gamma,"{""K"": 10, ""a"": 8, ""bleach"": 1, ""t"": 64}",0.8582194181563266,762300.0,0.3326745276960234,50.593322906656205
F4RMS,Magic Gamma,"{""K"": 10, ""a"": 32, ""bleach"": 1, ""t"": 16}",0.8609358569926394,1817730.0,0.08298965302916865,6.929573331542687
