method,dataset,a,t,bleach,acc_mean,mem_mean,train_mean,infer_mean,n_seeds
F4RM,Letter Recognition,16,32,4,0.8825666666666664,569724.3333333334,0.04022661245738467,21.04283159521098,30
Random,Letter Recognition,16,32,4,0.8794,472651.3333333333,0.0398502333710591,20.457359032783035,30
F4RM,Letter Recognition,20,32,1,0.9365583333333333,614400.8333333334,0.03613369727972895,17.9655690677464,30
Random,Letter Recognition,20,32,1,0.9336166666666664,547957.1666666666,0.03554667367522294,17.66599410815009,30
F4RM,Letter Recognition,20,32,2,0.9121666666666669,614400.8333333334,0.035850509640295056,18.10441701381933,30
Random,Letter Recognition,20,32,2,0.9093333333333332,547957.1666666666,0.03554854711983353,17.67195835224508,30
F4RM,Letter Recognition,20,32,3,0.888175,614400.8333333334,0.03591678609761099,17.974049654246,30
Random,Letter Recognition,20,32,3,0.8880416666666667,547957.1666666666,0.03567243330568696,17.764025001088157,30
F4RM,Letter Recognition,20,32,4,0.8658583333333332,614400.8333333334,0.0358569985954091,18.026165301368263,30
Random,Letter Recognition,20,32,4,0.8667,547957.1666666666,0.03573551526448379,17.85979927905525,30
F4RM,Letter Recognition,24,32,1,0.9352083333333334,645647.0,0.03303673332557082,15.904359400155954,30
Random,Letter Recognition,24,32,1,0.9326833333333333,594491.5,0.03255002358540272,15.709468723313572,30
F4RM,Letter Recognition,24,32,2,0.9033416666666667,645647.0,0.03278066120498503,15.967938517375538,30
Random,Letter Recognition,24,32,2,0.9022166666666668,594491.5,0.03242955002933741,15.744674685993232,30
F4RM,Letter Recognition,24,32,3,0.8729999999999998,645647.0,0.03261564300628379,15.935307280354513,30
Random,Letter Recognition,24,32,3,0.8741749999999998,594491.5,0.032831245835404844,15.760446536781577,30
F4RM,Letter Recognition,24,32,4,0.8435666666666666,645647.0,0.03267727359198034,15.95919617684558,30
Random,Letter Recognition,24,32,4,0.848025,594491.5,0.03252086817131688,15.715747573024904,30
F4RM,Letter Recognition,28,32,1,0.9280083333333332,664890.5,0.030167413914265733,14.19214302150067,30
Random,Letter Recognition,28,32,1,0.9276916666666665,618125.8333333334,0.029969962628092615,14.050072937000854,30
F4RM,Letter Recognition,28,32,2,0.8884333333333334,664890.5,0.03090179996021713,14.263837851467542,30
Random,Letter Recognition,28,32,2,0.8877916666666666,618125.8333333334,0.03013351116872703,14.026780194641711,30
F4RM,Letter Recognition,28,32,3,0.8487500000000001,664890.5,0.03007091526330138,14.155199657155512,30
Random,Letter Recognition,28,32,3,0.8511083333333335,618125.8333333334,0.030090955493506044,14.07447880677258,30
F4RM,Letter Recognition,28,32,4,0.8108000000000001,664890.5,0.030017001468998692,14.275807659335745,30
Random,Letter Recognition,28,32,4,0.8182833333333334,618125.8333333334,0.029825173624946424,14.042071169630313,30
F4RM,Letter Recognition,32,32,1,0.9174583333333334,643136.8333333334,0.027030492950386058,12.284814872934172,30
Random,Letter Recognition,32,32,1,0.9203666666666668,596905.6666666666,0.026984829215022425,12.155676388647407,30
F4RM,Letter Recognition,32,32,2,0.8608416666666663,643136.8333333334,0.02725529302842915,12.298170434466252,30
Random,Letter Recognition,32,32,2,0.8701833333333334,596905.6666666666,0.02693386939354241,12.144289938927008,30
F4RM,Letter Recognition,32,32,3,0.8076333333333332,643136.8333333334,0.02702298470539972,12.250940251396969,30
Random,Letter Recognition,32,32,3,0.8211416666666665,596905.6666666666,0.027367199976773313,12.205215968424454,30
F4RM,Letter Recognition,32,32,4,0.7596249999999998,643136.8333333334,0.027029813969663034,12.272348638119487,30
Random,Letter Recognition,32,32,4,0.7777833333333334,596905.6666666666,0.027169581921771168,12.120636792193787,30
F4RM,Letter Recognition,48,32,1,0.8494583333333334,580049.1666666666,0.022624944511335343,9.100165969963806,30
Random,Letter Recognition,48,32,1,0.8581916666666665,561074.3333333334,0.022839545866008847,9.119840957767641,30
F4RM,Letter Recognition,48,32,2,0.7086833333333331,580049.1666666666,0.02265951947386687,9.088325358849639,30
Random,Letter Recognition,48,32,2,0.7309666666666667,561074.3333333334,0.022931922293112923,9.056239915662445,30
F4RM,Letter Recognition,48,32,3,0.6040916666666668,580049.1666666666,0.022738779130546997,9.143745489806557,30
Random,Letter Recognition,48,32,3,0.6288,561074.3333333334,0.022855519452908386,9.128170861125303,30
F4RM,Letter Recognition,48,32,4,0.5279416666666666,580049.1666666666,0.022723563962305585,9.105934388935566,30
Random,Letter Recognition,48,32,4,0.5555083333333334,561074.3333333334,0.022608144426097473,9.039038535168705,30
F4RM,Letter Recognition,64,32,1,0.7081583333333333,481686.8333333333,0.019510275075056902,6.882911134744063,30
Random,Letter Recognition,64,32,1,0.7418666666666667,469141.6666666667,0.01943979166680947,6.916040283006926,30
F4RM,Letter Recognition,64,32,2,0.5071333333333333,481686.8333333333,0.019532309810165314,6.938073580386117,30
Random,Letter Recognition,64,32,2,0.5447083333333335,469141.6666666667,0.019502147186237075,6.886222231939125,30
F4RM,Letter Recognition,64,32,3,0.40429166666666666,481686.8333333333,0.019381254302182547,6.889117356816617,30
Random,Letter Recognition,64,32,3,0.4386916666666666,469141.6666666667,0.01952238193092247,6.889015591392915,30
F4RM,Letter Recognition,64,32,4,0.342925,481686.8333333333,0.019527981969683122,6.915911460722175,30
Random,Letter Recognition,64,32,4,0.3720083333333333,469141.6666666667,0.019520705616256843,6.919174296005319,30
F4RM,Letter Recognition,2,64,1,0.37621666666666675,226662.16666666666,0.3848172362350548,129.06736422446556,30
Random,Letter Recognition,2,64,1,0.47487500000000005,224106.16666666666,0.3837782777302588,128.0729735920128,30
F4RM,Letter Recognition,2,64,2,0.4469083333333333,226662.16666666666,0.3825598151694673,128.48110695776995,30
Random,Letter Recognition,2,64,2,0.5523916666666666,224106.16666666666,0.38390782080823554,128.0310955015011,30
F4RM,Letter Recognition,2,64,3,0.48713333333333325,226662.16666666666,0.3841965277524044,128.92952191856844,30
Random,Letter Recognition,2,64,3,0.5955833333333335,224106.16666666666,0.3852751195391951,127.94936805148609,30
F4RM,Letter Recognition,2,64,4,0.5195666666666666,226662.16666666666,0.38203752782816686,128.79670694625625,30
Random,Letter Recognition,2,64,4,0.625875,224106.16666666666,0.3842353459020766,128.01329093927052,30
F4RM,Letter Recognition,4,64,1,0.67625,297378.8333333333,0.21237946949355926,90.9103843732737,30
Random,Letter Recognition,4,64,1,0.7425166666666667,282833.5,0.21062340552452952,89.04393996538904,30
F4RM,Letter Recognition,4,64,2,0.735125,297378.8333333333,0.2121102304935145,91.04153264488559,30
Random,Letter Recognition,4,64,2,0.7940083333333333,282833.5,0.21016378328204155,89.04747399210464,30
F4RM,Letter Recognition,4,64,3,0.7599916666666665,297378.8333333333,0.21096020699866738,91.04433265165426,30
Random,Letter Recognition,4,64,3,0.8122916666666666,282833.5,0.21148524029413238,89.36055522353854,30
F4RM,Letter Recognition,4,64,4,0.7732833333333332,297378.8333333333,0.21225616668428604,90.97837014317822,30
Random,Letter Recognition,4,64,4,0.8198333333333335,282833.5,0.21104987368065242,89.10506320923257,30
F4RM,Letter Recognition,8,64,1,0.8991416666666668,571614.3333333334,0.12694991803728045,64.07416215030632,30
Random,Letter Recognition,8,64,1,0.903325,500313.0,0.12628389996631692,62.42236560113573,30
F4RM,Letter Recognition,8,64,2,0.8959250000000001,571614.3333333334,0.12646663337169836,64.16355731004539,30
Random,Letter Recognition,8,64,2,0.9023083333333333,500313.0,0.1257717541923436,62.28576386056375,30
F4RM,Letter Recognition,8,64,3,0.8880583333333334,571614.3333333334,0.12664998876862227,64.0414892792857,30
Random,Letter Recognition,8,64,3,0.8945166666666666,500313.0,0.1257763818372041,62.323088857616916,30
F4RM,Letter Recognition,8,64,4,0.8788083333333334,571614.3333333334,0.12677938476360093,64.13166912680026,30
Random,Letter Recognition,8,64,4,0.8865916666666667,500313.0,0.12590302082632357,62.27417154004797,30
F4RM,Letter Recognition,12,64,1,0.9391583333333333,877254.6666666666,0.09840230552945287,50.82052847622739,30
Random,Letter Recognition,12,64,1,0.9341416666666666,735152.8333333334,0.09784999860761066,49.293049630553774,30
F4RM,Letter Recognition,12,64,2,0.9237333333333332,877254.6666666666,0.09838536946723858,50.813909017597325,30
Random,Letter Recognition,12,64,2,0.9207750000000001,735152.8333333334,0.09733516392686094,49.350597592031896,30
F4RM,Letter Recognition,12,64,3,0.9092916666666666,877254.6666666666,0.09866279709385709,50.79341490054503,30
Random,Letter Recognition,12,64,3,0.9070416666666665,735152.8333333334,0.09731624156702309,49.446827088831924,30
F4RM,Letter Recognition,12,64,4,0.8959166666666665,877254.6666666666,0.09851375548557068,50.83456388868702,30
Random,Letter Recognition,12,64,4,0.8939833333333332,735152.8333333334,0.09759011664039766,49.17407224226432,30
F4RM,Letter Recognition,16,64,1,0.945025,1117330.8333333333,0.0820995930970336,41.85063123392562,30
Random,Letter Recognition,16,64,1,0.9411333333333334,915775.8333333334,0.08161502499909451,40.53094097374318,30
F4RM,Letter Recognition,16,64,2,0.9261166666666667,1117330.8333333333,0.08194522356304029,41.85454238225551,30
Random,Letter Recognition,16,64,2,0.9238750000000001,915775.8333333334,0.08146475548467909,40.52086493660075,30
F4RM,Letter Recognition,16,64,3,0.9088666666666666,1117330.8333333333,0.0822772277557912,41.99216218936878,30
Random,Letter Recognition,16,64,3,0.9072833333333333,915775.8333333334,0.08088347221879909,40.35846144737055,30
F4RM,Letter Recognition,16,64,4,0.8931083333333334,1117330.8333333333,0.08209943754676109,41.96204685625465,30
Random,Letter Recognition,16,64,4,0.8924166666666665,915775.8333333334,0.08149620002368466,40.55024236537671,30
F4RM,Letter Recognition,20,64,1,0.9454916666666666,1205160.1666666667,0.07326848607432718,35.95566145183208,30
Random,Letter Recognition,20,64,1,0.9445166666666668,1063353.5,0.07235979440544421,35.22837151249405,30
F4RM,Letter Recognition,20,64,2,0.9239833333333334,1205160.1666666667,0.07327507380008076,36.23078784924777,30
Random,Letter Recognition,20,64,2,0.922475,1063353.5,0.0726873818358096,35.23838784215817,30
F4RM,Letter Recognition,20,64,3,0.9041,1205160.1666666667,0.07326116113302608,36.00038921479912,30
Random,Letter Recognition,20,64,3,0.9036833333333332,1063353.5,0.07307198174918692,35.114631603937596,30
F4RM,Letter Recognition,20,64,4,0.8858250000000001,1205160.1666666667,0.07301686393717925,36.03844652631475,30
Random,Letter Recognition,20,64,4,0.8851583333333334,1063353.5,0.07314825273351744,35.207373250159435,30
F4RM,Letter Recognition,24,64,1,0.9444833333333335,1252129.3333333333,0.06586877778948595,31.06581733833688,30
Random,Letter Recognition,24,64,1,0.9442333333333334,1129908.1666666667,0.06512307084243124,30.599978132522665,30
F4RM,Letter Recognition,24,64,2,0.9189,1252129.3333333333,0.06549301797058434,31.149377084026735,30
Random,Letter Recognition,24,64,2,0.9184166666666669,1129908.1666666667,0.06536261805255587,30.439350675442256,30
F4RM,Letter Recognition,24,64,3,0.8934833333333334,1252129.3333333333,0.06543815834447742,31.092870130669326,30
Random,Letter Recognition,24,64,3,0.8945916666666668,1129908.1666666667,0.06556618053388472,30.60857013333589,30
F4RM,Letter Recognition,24,64,4,0.8697749999999999,1252129.3333333333,0.06548137211551269,31.008789237239398,30
Random,Letter Recognition,24,64,4,0.873075,1129908.1666666667,0.06533077356095116,30.576837511034682,30
F4RM,Letter Recognition,28,64,1,0.9413250000000002,1281369.3333333333,0.06055897916279112,27.573060758489493,30
Random,Letter Recognition,28,64,1,0.9430916666666666,1166158.5,0.06089465416735038,27.247497914747026,30
F4RM,Letter Recognition,28,64,2,0.9102,1281369.3333333333,0.061057470731126766,27.6083062470813,30
Random,Letter Recognition,28,64,2,0.9134333333333334,1166158.5,0.06004850429405148,27.393622940871865,30
F4RM,Letter Recognition,28,64,3,0.8791583333333333,1281369.3333333333,0.060410473588854076,27.632989940078307,30
Random,Letter Recognition,28,64,3,0.8833666666666666,1166158.5,0.05989356110415732,27.213992345302056,30
F4RM,Letter Recognition,28,64,4,0.8470583333333332,1281369.3333333333,0.06081966669686759,27.64308544768331,30
Random,Letter Recognition,28,64,4,0.8563416666666667,1166158.5,0.06005059166733796,27.32189236752068,30
F4RM,Letter Recognition,32,64,1,0.9367999999999999,1265905.8333333333,0.05571013474060844,24.530551033482578,30
Random,Letter Recognition,32,64,1,0.9387583333333333,1167355.8333333333,0.055656752758659424,24.18649757358556,30
F4RM,Letter Recognition,32,64,2,0.8958916666666668,1265905.8333333333,0.05574732770522436,24.43876876689804,30
Random,Letter Recognition,32,64,2,0.9005583333333332,1167355.8333333333,0.05557178341162702,24.2459805313653,30
F4RM,Letter Recognition,32,64,3,0.8543583333333333,1265905.8333333333,0.05575811803573742,24.411013532274712,30
Random,Letter Recognition,32,64,3,0.8629000000000001,1167355.8333333333,0.055565430499458064,24.304780216577154,30
F4RM,Letter Recognition,32,64,4,0.8145749999999998,1265905.8333333333,0.05565160840051249,24.532049304495256,30
Random,Letter Recognition,32,64,4,0.8278833333333334,1167355.8333333333,0.055948833205426735,24.363422554840025,30
F4RM,Letter Recognition,48,64,1,0.8961416666666666,1151172.6666666667,0.047061234832896544,18.162833686801605,30
Random,Letter Recognition,48,64,1,0.9053666666666668,1100989.8333333333,0.04759040696080774,18.045027086433645,30
F4RM,Letter Recognition,48,64,2,0.7850333333333334,1151172.6666666667,0.047646343087156616,18.125638541338656,30
Random,Letter Recognition,48,64,2,0.8112083333333333,1100989.8333333333,0.04711193889767552,18.039488214223336,30
F4RM,Letter Recognition,48,64,3,0.6856000000000001,1151172.6666666667,0.04744294299356019,18.131103840035696,30
Random,Letter Recognition,48,64,3,0.7243166666666665,1100989.8333333333,0.04729902640683577,18.015454814303666,30
F4RM,Letter Recognition,48,64,4,0.6100666666666666,1151172.6666666667,0.047518444488135476,18.174524980713613,30
Random,Letter Recognition,48,64,4,0.6515416666666666,1100989.8333333333,0.047312783426605165,17.95903854072094,30
F4RM,Letter Recognition,64,64,1,0.79865,953468.1666666666,0.04106952653964981,13.76194444213373,30
Random,Letter Recognition,64,64,1,0.8270916666666666,926692.5,0.04092258337574701,13.788987524458207,30
F4RM,Letter Recognition,64,64,2,0.6033166666666667,953468.1666666666,0.040902377750414116,13.720326065473879,30
Random,Letter Recognition,64,64,2,0.6449499999999999,926692.5,0.04108767087648933,13.776942369683335,30
F4RM,Letter Recognition,64,64,3,0.4887916666666667,953468.1666666666,0.04116333741694689,13.829674306907691,30
Random,Letter Recognition,64,64,3,0.52935,926692.5,0.04063413332526882,13.72546423614646,30
F4RM,Letter Recognition,64,64,4,0.4159333333333333,953468.1666666666,0.04114759016859656,13.784151066405078,30
Random,Letter Recognition,64,64,4,0.45479166666666665,926692.5,0.04086343072510014,13.753834349336103,30
F4RM,Letter Recognition,2,128,1,0.4102166666666667,449884.1666666667,0.8036368860591513,258.6996208236087,30
Random,Letter Recognition,2,128,1,0.5815333333333332,445460.0,0.7887367167316067,256.8726632191101,30
F4RM,Letter Recognition,2,128,2,0.4826750000000001,449884.1666666667,0.8031493902672082,257.1290412646097,30
Random,Letter Recognition,2,128,2,0.651325,445460.0,0.7918055610614829,257.2004510409897,30
F4RM,Letter Recognition,2,128,3,0.5214,449884.1666666667,0.8037412778241559,257.41038055081543,30
Random,Letter Recognition,2,128,3,0.6877916666666665,445460.0,0.7967856403207406,259.68354342524736,30
F4RM,Letter Recognition,2,128,4,0.550625,449884.1666666667,0.8288016987343629,262.67829517115996,30
Random,Letter Recognition,2,128,4,0.7095416666666664,445460.0,0.8107203332940116,261.7135350718551,30
F4RM,Letter Recognition,4,128,1,0.7301416666666668,587181.3333333334,0.47709882913623003,186.17187289249463,30
Random,Letter Recognition,4,128,1,0.8187500000000001,558696.1666666666,0.47374040965999786,182.95169513245733,30
F4RM,Letter Recognition,4,128,2,0.7766000000000001,587181.3333333334,0.4807850333551566,187.14778751018457,30
Random,Letter Recognition,4,128,2,0.8454916666666666,558696.1666666666,0.46514318058810505,181.974259383666,30
F4RM,Letter Recognition,4,128,3,0.7931500000000001,587181.3333333334,0.46827744590506576,185.40850137166368,30
Random,Letter Recognition,4,128,3,0.8522333333333333,558696.1666666666,0.45018271246614555,179.6225201425841,30
F4RM,Letter Recognition,4,128,4,0.7994083333333333,587181.3333333334,0.456382706897178,182.65332568941326,30
Random,Letter Recognition,4,128,4,0.8520083333333333,558696.1666666666,0.447952745835452,178.4730767229727,30
