method,dataset,a,t,bleach,acc_mean,mem_mean,train_mean,infer_mean,n_seeds
F4RM,Banknote,12,256,1,0.9990303030303029,35404.333333333336,0.004897338966839015,10.757470037788153,30
Random,Banknote,12,256,1,0.9989090909090909,32928.5,0.0047986889413247505,10.249495054736283,30
F4RM,Banknote,12,256,2,0.9986666666666666,35404.333333333336,0.004842098658749213,10.379838573774606,30
Random,Banknote,12,256,2,0.9984242424242423,32928.5,0.004781116615049541,10.329889105350682,30
F4RM,Banknote,12,256,3,0.9981818181818181,35404.333333333336,0.0048349415689396364,10.395777679866912,30
Random,Banknote,12,256,3,0.9979393939393939,32928.5,0.004796177750298132,10.363060741149114,30
F4RM,Banknote,12,256,4,0.997090909090909,35404.333333333336,0.004862034468290707,10.452328362699712,30
Random,Banknote,12,256,4,0.9974545454545454,32928.5,0.0047964778573562706,10.31102557581934,30
F4RM,Banknote,16,256,1,0.9985454545454544,41069.5,0.004289588844403625,9.194615946123093,30
Random,Banknote,16,256,1,0.9985454545454544,38795.0,0.004223236197140068,9.103717254192539,30
F4RM,Banknote,16,256,2,0.9981818181818181,41069.5,0.004300377673159043,9.208919014781712,30
Random,Banknote,16,256,2,0.9983030303030301,38795.0,0.004282383430593958,9.239833590320567,30
F4RM,Banknote,16,256,3,0.9973333333333334,41069.5,0.004290341764378051,9.178686915247729,30
Random,Banknote,16,256,3,0.9973333333333333,38795.0,0.004231451362526665,9.118449408560991,30
F4RM,Banknote,16,256,4,0.9973333333333333,41069.5,0.0042937582436328135,9.17424751219876,30
Random,Banknote,16,256,4,0.9972121212121211,38795.0,0.004232884652446955,9.117631707340479,30
F4RM,Banknote,20,256,1,0.9984242424242423,46400.833333333336,0.00399293473456055,8.410449563102288,30
Random,Banknote,20,256,1,0.9984242424242423,44431.166666666664,0.003955519533095261,8.361798189016003,30
F4RM,Banknote,20,256,2,0.9981818181818181,46400.833333333336,0.003984929066306601,8.435747374526478,30
Random,Banknote,20,256,2,0.9981818181818181,44431.166666666664,0.003913106835292031,8.332449406611195,30
F4RM,Banknote,20,256,3,0.9974545454545455,46400.833333333336,0.003950931997193644,8.271282468216889,30
Random,Banknote,20,256,3,0.997090909090909,44431.166666666664,0.003909955658794691,8.31464659704855,30
F4RM,Banknote,20,256,4,0.9968484848484849,46400.833333333336,0.003984432007806997,8.364898759420171,30
Random,Banknote,20,256,4,0.996969696969697,44431.166666666664,0.003930251416750252,8.307884136835733,30
F4RM,Banknote,24,256,1,0.9985454545454544,49703.666666666664,0.003813969378825277,7.680343308796486,30
Random,Banknote,24,256,1,0.9990303030303029,47959.5,0.003706273630571862,7.658273165086001,30
F4RM,Banknote,24,256,2,0.9976969696969696,49703.666666666664,0.004172016645316035,8.42977809070638,30
Random,Banknote,24,256,2,0.9983030303030301,47959.5,0.003675554203800857,7.636475193342477,30
F4RM,Banknote,24,256,3,0.9967272727272726,49703.666666666664,0.003676686047886809,7.553944335968207,30
Random,Banknote,24,256,3,0.9973333333333333,47959.5,0.0036651889715964598,7.58696971178958,30
F4RM,Banknote,24,256,4,0.9969696969696968,49703.666666666664,0.0037133125704713167,7.625520652668043,30
Random,Banknote,24,256,4,0.9973333333333333,47959.5,0.003671168047003448,7.638443995154265,30
F4RM,Banknote,28,256,1,0.9985454545454544,52480.666666666664,0.0035154319756353896,7.144909210954652,30
Random,Banknote,28,256,1,0.9990303030303029,50897.5,0.003483341630393018,7.202853829684584,30
F4RM,Banknote,28,256,2,0.9984242424242423,52480.666666666664,0.0035167221639615795,7.1450005228998075,30
Random,Banknote,28,256,2,0.9987878787878787,50897.5,0.0034890735948768753,7.177757663708745,30
F4RM,Banknote,28,256,3,0.9979393939393939,52480.666666666664,0.0035755473848742745,7.271085837573714,30
Random,Banknote,28,256,3,0.9980606060606061,50897.5,0.003517823643051088,7.242408665743741,30
F4RM,Banknote,28,256,4,0.9972121212121212,52480.666666666664,0.0036047485346595446,7.276348021784517,30
Random,Banknote,28,256,4,0.9974545454545454,50897.5,0.003486937521180759,7.16273718033776,30
F4RM,Banknote,32,256,1,0.998060606060606,53723.666666666664,0.003357200037377576,6.703999726045313,30
Random,Banknote,32,256,1,0.9987878787878787,52650.5,0.003320476370087514,6.768934146472902,30
F4RM,Banknote,32,256,2,0.9976969696969696,53723.666666666664,0.003337873638762782,6.7148382041716195,30
Random,Banknote,32,256,2,0.9978181818181818,52650.5,0.003278444369789213,6.653697018257597,30
F4RM,Banknote,32,256,3,0.9968484848484849,53723.666666666664,0.003330513935846587,6.665151382824687,30
Random,Banknote,32,256,3,0.9973333333333334,52650.5,0.0032985486128988364,6.6983939120263765,30
F4RM,Banknote,32,256,4,0.996969696969697,53723.666666666664,0.0033278084127232434,6.681323418337287,30
Random,Banknote,32,256,4,0.9978181818181818,52650.5,0.003299965348560363,6.761252626099369,30
F4RM,Banknote,48,256,1,0.9991515151515151,57148.333333333336,0.0030175764074859518,5.998070478777995,30
Random,Banknote,48,256,1,0.9995151515151515,56410.833333333336,0.0029935638381478687,5.982954421955529,30
F4RM,Banknote,48,256,2,0.9985454545454544,57148.333333333336,0.003021040166883419,6.021908639619747,30
Random,Banknote,48,256,2,0.9981818181818181,56410.833333333336,0.0030159390027013917,6.065696703665184,30
F4RM,Banknote,48,256,3,0.9964848484848484,57148.333333333336,0.0030326139919149377,6.033484809890842,30
Random,Banknote,48,256,3,0.996,56410.833333333336,0.0029960708343423903,5.972136630479134,30
F4RM,Banknote,48,256,4,0.9941818181818181,57148.333333333336,0.003072179186468323,6.078636443073098,30
Random,Banknote,48,256,4,0.9916363636363635,56410.833333333336,0.0029921584374581773,5.992449848263553,30
F4RM,Banknote,64,256,1,0.9985454545454544,52682.666666666664,0.0027164207965446013,5.314419229486677,30
Random,Banknote,64,256,1,0.9992727272727272,52455.666666666664,0.0026756362097027403,5.323045872942064,30
F4RM,Banknote,64,256,2,0.9922424242424241,52682.666666666664,0.0027077986237903436,5.323519986687285,30
Random,Banknote,64,256,2,0.9938181818181817,52455.666666666664,0.002689326507970691,5.333873584414974,30
F4RM,Banknote,64,256,3,0.9718787878787879,52682.666666666664,0.0027078651318637034,5.289091192411655,30
Random,Banknote,64,256,3,0.970060606060606,52455.666666666664,0.002651977748610079,5.2336618501805905,30
F4RM,Banknote,64,256,4,0.9376969696969696,52682.666666666664,0.0027048262728688616,5.301136142489585,30
Random,Banknote,64,256,4,0.9324848484848486,52455.666666666664,0.0026876110971594852,5.301237078101346,30
F4RM,Yeast,2,2,1,0.3153759820426487,1147.1666666666667,0.000931168079841882,1.9152912543302636,30
Random,Yeast,2,2,1,0.31548821548821554,1139.8333333333333,0.0009288792343189318,1.9277121420159486,30
F4RM,Yeast,2,2,2,0.3161616161616162,1147.1666666666667,0.0009421012403133015,1.9180741815437905,30
Random,Yeast,2,2,2,0.3169472502805836,1139.8333333333333,0.0009402069961652159,1.9512627003076837,30
F4RM,Yeast,2,2,3,0.3161616161616162,1147.1666666666667,0.0009736347788323958,2.0091985425505237,30
Random,Yeast,2,2,3,0.3162738496071829,1139.8333333333333,0.0009387042257003487,1.8884397141100244,30
F4RM,Yeast,2,2,4,0.3162738496071829,1147.1666666666667,0.000932609736143301,1.9380286169749517,30
Random,Yeast,2,2,4,0.3162738496071829,1139.8333333333333,0.0009218111401423812,1.9208848602885815,30
F4RM,Yeast,4,2,1,0.318294051627385,1357.8333333333333,0.000665354123339057,1.176575935152009,30
Random,Yeast,4,2,1,0.3175084175084175,1271.3333333333333,0.0006475722999311984,1.1574493550750877,30
F4RM,Yeast,4,2,2,0.317283950617284,1357.8333333333333,0.0006573304805594186,1.1788294927606948,30
Random,Yeast,4,2,2,0.3168350168350169,1271.3333333333333,0.0006528819717156391,1.1637015634045993,30
F4RM,Yeast,4,2,3,0.31952861952861955,1357.8333333333333,0.0006548638766010602,1.1621399518148399,30
Random,Yeast,4,2,3,0.31649831649831656,1271.3333333333333,0.000657197196657459,1.156977330795442,30
F4RM,Yeast,4,2,4,0.32401795735129074,1357.8333333333333,0.0006611958728171885,1.1660442943658624,30
Random,Yeast,4,2,4,0.3188552188552189,1271.3333333333333,0.0006571292062290013,1.1416298716708466,30
F4RM,Yeast,8,2,1,0.33613916947250283,2489.5,0.0005155652334603171,0.7595209714221768,30
Random,Yeast,8,2,1,0.3295173961840629,2118.5,0.00050261242625614,0.7386921406394303,30
F4RM,Yeast,8,2,2,0.36015712682379347,2489.5,0.000508544462112089,0.7490643930405076,30
Random,Yeast,8,2,2,0.35050505050505054,2118.5,0.0005041597605062027,0.7377243647822225,30
F4RM,Yeast,8,2,3,0.37946127946127944,2489.5,0.0005085680168122053,0.7462636050250795,30
Random,Yeast,8,2,3,0.3613916947250279,2118.5,0.0005238624328436951,0.8496447878144473,30
F4RM,Yeast,8,2,4,0.39988776655443314,2489.5,0.0005128930982512733,0.748217971336962,30
Random,Yeast,8,2,4,0.37923681257014585,2118.5,0.0005074208679919441,0.7391601668171143,30
F4RM,Yeast,12,2,1,0.36430976430976425,4011.6666666666665,0.0005357860742757717,0.8085996720534318,30
Random,Yeast,12,2,1,0.3635241301907969,3847.6666666666665,0.0005334986684223016,0.7884306326199125,30
F4RM,Yeast,12,2,2,0.39966329966329966,4011.6666666666665,0.0005351499576742451,0.8014497199795062,30
Random,Yeast,12,2,2,0.39955106621773295,3847.6666666666665,0.0005299472715705634,0.8043347817127552,30
F4RM,Yeast,12,2,3,0.4197530864197531,4011.6666666666665,0.0005263985716737807,0.7949635573567698,30
Random,Yeast,12,2,3,0.4210998877665544,3847.6666666666665,0.0005284055679415663,0.80614942350706,30
F4RM,Yeast,12,2,4,0.42143658810325485,4011.6666666666665,0.0005361944398221871,0.813786595261224,30
Random,Yeast,12,2,4,0.41604938271604935,3847.6666666666665,0.0005283638252876699,0.8024031105090672,30
F4RM,Yeast,16,2,1,0.38103254769921435,3981.0,0.00041057512862607837,0.4677850241939027,30
Random,Yeast,16,2,1,0.38103254769921435,3981.0,0.0003996847391438981,0.46149458564759366,30
F4RM,Yeast,16,2,2,0.3918069584736251,3981.0,0.0004096499838245412,0.46666631345479315,30
Random,Yeast,16,2,2,0.3918069584736251,3981.0,0.00040454857517033813,0.46730755152040726,30
F4RM,Yeast,16,2,3,0.36363636363636354,3981.0,0.00040639165866499145,0.4651793331016528,30
Random,Yeast,16,2,3,0.36363636363636354,3981.0,0.0004039667546749115,0.4649645461795975,30
F4RM,Yeast,16,2,4,0.33602693602693606,3981.0,0.00041459162797157965,0.4640106068909436,30
Random,Yeast,16,2,4,0.33602693602693606,3981.0,0.0003986249794252217,0.471492479821849,30
F4RM,Yeast,2,4,1,0.31638608305274973,2281.8333333333335,0.0015200639065975944,3.7247479023614654,30
Random,Yeast,2,4,1,0.3157126823793491,2253.5,0.0015179819349820415,3.7667139012086404,30
F4RM,Yeast,2,4,2,0.3219977553310887,2281.8333333333335,0.001512387526842455,3.6858351207123996,30
Random,Yeast,2,4,2,0.31795735129068464,2253.5,0.0015098985905448595,3.7013607436224536,30
F4RM,Yeast,2,4,3,0.3258136924803592,2281.8333333333335,0.0015291389039096732,3.772002462439832,30
Random,Yeast,2,4,3,0.32267115600448937,2253.5,0.0015238875096353392,3.7706323155106842,30
F4RM,Yeast,2,4,4,0.32962962962962966,2281.8333333333335,0.0015175971668213606,3.7326881981859303,30
Random,Yeast,2,4,4,0.32581369248035924,2253.5,0.0015177790929252902,3.745735834084041,30
F4RM,Yeast,4,4,1,0.33041526374859714,2602.3333333333335,0.0009862305751691261,2.217302702505279,30
Random,Yeast,4,4,1,0.32368125701459044,2458.6666666666665,0.0009795459142575662,2.2041892285817264,30
F4RM,Yeast,4,4,2,0.3476992143658811,2602.3333333333335,0.0009878472502653798,2.2330436349650955,30
Random,Yeast,4,4,2,0.34320987654320995,2458.6666666666665,0.0009861819174451132,2.227165027052231,30
F4RM,Yeast,4,4,3,0.35824915824915826,2602.3333333333335,0.0009846596008477111,2.237944510962927,30
Random,Yeast,4,4,3,0.35465768799102126,2458.6666666666665,0.0009832958302771052,2.2133419030961634,30
F4RM,Yeast,4,4,4,0.38013468013468016,2602.3333333333335,0.000996102769083033,2.266451605103333,30
Random,Yeast,4,4,4,0.36419753086419754,2458.6666666666665,0.0009843916671040157,2.2044052828759724,30
F4RM,Yeast,8,4,1,0.4000000000000001,4388.333333333333,0.0007107984934312602,1.41062002888265,30
Random,Yeast,8,4,1,0.36812570145903484,3599.8333333333335,0.0006968486704863608,1.3618078030537142,30
F4RM,Yeast,8,4,2,0.4355780022446689,4388.333333333333,0.0007068582422410448,1.4067242443603367,30
Random,Yeast,8,4,2,0.41279461279461277,3599.8333333333335,0.0006997778429649771,1.3762532067553093,30
F4RM,Yeast,8,4,3,0.4538720538720539,4388.333333333333,0.0007117917217935125,1.4103863359032789,30
Random,Yeast,8,4,3,0.4337822671156005,3599.8333333333335,0.0006965694677395126,1.3470960682724196,30
F4RM,Yeast,8,4,4,0.4701459034792368,4388.333333333333,0.0007079458058190843,1.390740642790274,30
Random,Yeast,8,4,4,0.4401795735129068,3599.8333333333335,0.0006925804850955804,1.3519406050033909,30
F4RM,Yeast,12,4,1,0.4346801346801347,5710.0,0.0006842430137718717,1.170650957095804,30
Random,Yeast,12,4,1,0.42918069584736246,5280.333333333333,0.0006505818533090253,1.1664048421555162,30
F4RM,Yeast,12,4,2,0.4641975308641975,5710.0,0.0006552651951399943,1.1781282439685765,30
Random,Yeast,12,4,2,0.4516273849607183,5280.333333333333,0.000648947215328614,1.183562592198752,30
F4RM,Yeast,12,4,3,0.4679012345679012,5710.0,0.0006452207259523371,1.1501310515509109,30
Random,Yeast,12,4,3,0.45476992143658806,5280.333333333333,0.0006388804914119343,1.1382712700376003,30
F4RM,Yeast,12,4,4,0.46980920314253644,5710.0,0.0006685471977107227,1.1868403955884321,30
Random,Yeast,12,4,4,0.45342312008978675,5280.333333333333,0.0006562222183371584,1.1578141100177861,30
F4RM,Yeast,16,4,1,0.44500561167227826,6304.166666666667,0.0005452222811679045,0.8685465857144089,30
Random,Yeast,16,4,1,0.4430976430976431,5893.333333333333,0.0005365304959317048,0.8583987757822816,30
F4RM,Yeast,16,4,2,0.45241301907968573,6304.166666666667,0.0005417458713054657,0.8652121164155528,30
Random,Yeast,16,4,2,0.4404040404040404,5893.333333333333,0.0005354693353486558,0.8596892219860478,30
F4RM,Yeast,16,4,3,0.4259259259259259,6304.166666666667,0.0005411041007998089,0.8596004798013285,30
Random,Yeast,16,4,3,0.4338945005611673,5893.333333333333,0.0005373609873155753,0.8638606664926382,30
F4RM,Yeast,16,4,4,0.41436588103254773,6304.166666666667,0.0005440444646713634,0.8621961495072887,30
Random,Yeast,16,4,4,0.4154882154882155,5893.333333333333,0.0005407110632707676,0.8607600600271581,30
F4RM,Yeast,20,4,1,0.44410774410774406,7376.0,0.0005635305695856611,0.9006174128632217,30
Random,Yeast,20,4,1,0.4392817059483726,7119.166666666667,0.0005536166368983686,0.8940845665205206,30
F4RM,Yeast,20,4,2,0.4334455667789001,7376.0,0.0005630318579884867,0.9022027125538198,30
Random,Yeast,20,4,2,0.42188552188552186,7119.166666666667,0.0005542180384509266,0.8991624173257755,30
F4RM,Yeast,20,4,3,0.40650953984287325,7376.0,0.0005552223379102846,0.8899178256632971,30
Random,Yeast,20,4,3,0.40056116722783397,7119.166666666667,0.0005542181044196089,0.893064789206425,30
F4RM,Yeast,20,4,4,0.3922558922558922,7376.0,0.0005521819344721735,0.8973812629018234,30
Random,Yeast,20,4,4,0.39068462401795734,7119.166666666667,0.0005525333651651939,0.9008745064981925,30
F4RM,Yeast,24,4,1,0.4313131313131313,8618.333333333334,0.0005693763921347757,0.9381222354685084,30
Random,Yeast,24,4,1,0.4280583613916947,8568.0,0.0005626207605625192,0.9276561060654863,30
F4RM,Yeast,24,4,2,0.41425364758698086,8618.333333333334,0.0005709125737970074,0.9361439981360895,30
Random,Yeast,24,4,2,0.40482603815937157,8568.0,0.000560924899764359,0.9334784400399554,30
F4RM,Yeast,24,4,3,0.37890011223344555,8618.333333333334,0.0005680332775227726,0.9313834084806217,30
Random,Yeast,24,4,3,0.3866442199775533,8568.0,0.0005670083337463439,0.9372659752983704,30
F4RM,Yeast,24,4,4,0.36509539842873173,8618.333333333334,0.0005696485672766964,0.9283345552238685,30
Random,Yeast,24,4,4,0.36520763187429856,8568.0,0.0005588611316246291,0.9338009797295873,30
F4RM,Yeast,28,4,1,0.4077441077441078,9876.166666666666,0.0005762887808183829,0.9679479323804177,30
Random,Yeast,28,4,1,0.411672278338945,10022.166666666666,0.0005702457584751149,0.9560653904304494,30
F4RM,Yeast,28,4,2,0.36734006734006724,9876.166666666666,0.0005796499239901702,0.9684666534457208,30
Random,Yeast,28,4,2,0.3656565656565656,10022.166666666666,0.0005750208278186619,0.9544612500109991,30
F4RM,Yeast,28,4,3,0.3438832772166106,9876.166666666666,0.0005851541723435123,0.971272850657921,30
Random,Yeast,28,4,3,0.3389450056116724,10022.166666666666,0.0005767777950192491,0.9692481255909277,30
F4RM,Yeast,28,4,4,0.3328843995510663,9876.166666666666,0.0005750528924788038,0.9629068745657652,30
Random,Yeast,28,4,4,0.3270482603815938,10022.166666666666,0.0005704777625699838,0.9584687592714657,30
F4RM,Yeast,32,4,1,0.3583613916947249,5436.0,0.0004321055991264681,0.5314581296861374,30
Random,Yeast,32,4,1,0.3583613916947249,5436.0,0.0004218429637451967,0.5191081756460413,30
F4RM,Yeast,32,4,2,0.32884399551066223,5436.0,0.0004306791583076119,0.532046804470078,30
Random,Yeast,32,4,2,0.32884399551066223,5436.0,0.0004296319326385856,0.52476153101701,30
F4RM,Yeast,32,4,3,0.3170594837261504,5436.0,0.0004357291851192713,0.5278570026652648,30
Random,Yeast,32,4,3,0.3170594837261504,5436.0,0.00043170849094167354,0.5312805799882353,30
F4RM,Yeast,32,4,4,0.3149270482603816,5436.0,0.00043299716198816893,0.5276139938470089,30
Random,Yeast,32,4,4,0.3149270482603816,5436.0,0.0004274306547207137,0.5266653984266633,30
F4RM,Yeast,2,8,1,0.35207631874298545,4467.5,0.0027227346940586965,7.345674778455001,30
Random,Yeast,2,8,1,0.3496071829405162,4367.0,0.0027343279022412994,7.331584291229513,30
F4RM,Yeast,2,8,2,0.3824915824915825,4467.5,0.0027672554676731425,7.484002181513843,30
Random,Yeast,2,8,2,0.38305274971941633,4367.0,0.002700673637446016,7.274882778040353,30
F4RM,Yeast,2,8,3,0.39854096520763177,4467.5,0.002709665196016431,7.263963621874852,30
Random,Yeast,2,8,3,0.3977553310886644,4367.0,0.0027053345538054904,7.258698082394171,30
F4RM,Yeast,2,8,4,0.40426487093153757,4467.5,0.0027361429296433926,7.344144720513076,30
Random,Yeast,2,8,4,0.4022446689113356,4367.0,0.002715563770228376,7.300846700428009,30
F4RM,Yeast,4,8,1,0.3851851851851853,5013.5,0.0016656222830836972,4.331023010553836,30
Random,Yeast,4,8,1,0.3794612794612794,4546.666666666667,0.0016505792348956068,4.280242072282449,30
F4RM,Yeast,4,8,2,0.41851851851851846,5013.5,0.001668970938771963,4.34855017999206,30
Random,Yeast,4,8,2,0.41111111111111115,4546.666666666667,0.0016458375961519779,4.267980455390599,30
F4RM,Yeast,4,8,3,0.43142536475869797,5013.5,0.0016620568349026144,4.356322320351664,30
Random,Yeast,4,8,3,0.4237934904601572,4546.666666666667,0.0016565667232498527,4.299719427010895,30
F4RM,Yeast,4,8,4,0.4391694725028058,5013.5,0.0016722916664245228,4.348484864594326,30
Random,Yeast,4,8,4,0.4336700336700336,4546.666666666667,0.0016406820039264857,4.2279320298647045,30
F4RM,Yeast,8,8,1,0.4551066217732884,8056.833333333333,0.0011062137937794128,2.6877430935550213,30
Random,Yeast,8,8,1,0.4252525252525253,6344.666666666667,0.0010881332564167678,2.608740272148858,30
F4RM,Yeast,8,8,2,0.49719416386083054,8056.833333333333,0.001110088941641152,2.680662951477115,30
Random,Yeast,8,8,2,0.46767676767676764,6344.666666666667,0.0010930804264110824,2.626014568170848,30
F4RM,Yeast,8,8,3,0.5079685746352413,8056.833333333333,0.001103144627995789,2.6893285892310095,30
Random,Yeast,8,8,3,0.4802469135802469,6344.666666666667,0.0010955402627587318,2.6106338960554463,30
F4RM,Yeast,8,8,4,0.5098765432098765,8056.833333333333,0.0010992235930946967,2.6770343342388316,30
Random,Yeast,8,8,4,0.48911335578002235,6344.666666666667,0.0010819028286884228,2.590726470986567,30
F4RM,Yeast,12,8,1,0.488327721661055,10322.833333333334,0.00097663743654266,2.2454780064456323,30
Random,Yeast,12,8,1,0.47037037037037044,9336.666666666666,0.0009555931513508161,2.1954079986446433,30
F4RM,Yeast,12,8,2,0.5149270482603817,10322.833333333334,0.0009743027311439316,2.216063408488376,30
Random,Yeast,12,8,2,0.4865319865319865,9336.666666666666,0.0009603889270996054,2.1862747397495372,30
F4RM,Yeast,12,8,3,0.5102132435465769,10322.833333333334,0.0010181820020079614,2.304199645577958,30
Random,Yeast,12,8,3,0.49842873176206504,9336.666666666666,0.0009627667061674098,2.180158035718866,30
F4RM,Yeast,12,8,4,0.5041526374859708,10322.833333333334,0.0009735722599240641,2.1722787697449344,30
Random,Yeast,12,8,4,0.5002244668911335,9336.666666666666,0.0009563249380638202,2.1841141445443086,30
F4RM,Yeast,16,8,1,0.49382716049382724,11081.5,0.0007789235833721857,1.6156282468242138,30
Random,Yeast,16,8,1,0.48585858585858593,9808.833333333334,0.0007663361223724982,1.6134069353450762,30
F4RM,Yeast,16,8,2,0.49640852974186317,11081.5,0.0007784790825098753,1.623550629584008,30
Random,Yeast,16,8,2,0.4874298540965208,9808.833333333334,0.0007738265247705082,1.6049574172138903,30
F4RM,Yeast,16,8,3,0.4858585858585859,11081.5,0.0007809500054766735,1.625121478618496,30
Random,Yeast,16,8,3,0.4821548821548821,9808.833333333334,0.0007705041595424215,1.5971005197058354,30
F4RM,Yeast,16,8,4,0.4732884399551066,11081.5,0.0007767081959173083,1.6323041733182906,30
Random,Yeast,16,8,4,0.4794612794612795,9808.833333333334,0.0007717584725469351,1.5989622763879638,30
F4RM,Yeast,20,8,1,0.4964085297418631,13732.333333333334,0.0008105097260947029,1.7129020022247177,30
Random,Yeast,20,8,1,0.49281705948372617,12841.166666666666,0.0007964582686933379,1.6802751253265993,30
F4RM,Yeast,20,8,2,0.4784511784511784,13732.333333333334,0.0008111361142558356,1.7054107350607708,30
Random,Yeast,20,8,2,0.4793490460157127,12841.166666666666,0.0008061667632622023,1.677922882541061,30
F4RM,Yeast,20,8,3,0.46105499438832775,13732.333333333334,0.0008125972313185533,1.6969603676595602,30
Random,Yeast,20,8,3,0.4640852974186307,12841.166666666666,0.0008070722765599688,1.6963288766006897,30
F4RM,Yeast,20,8,4,0.44163860830527496,13732.333333333334,0.0008144138613715768,1.70309579482785,30
Random,Yeast,20,8,4,0.45218855218855214,12841.166666666666,0.0008146248680228988,1.6953521376782998,30
F4RM,Yeast,24,8,1,0.46621773288439955,12376.5,0.0007093167747370899,1.343547021102591,30
Random,Yeast,24,8,1,0.47250280583613924,11889.333333333334,0.0006964763975702226,1.3438222499190087,30
F4RM,Yeast,24,8,2,0.43613916947250275,12376.5,0.0007013236056081951,1.3472737224958626,30
Random,Yeast,24,8,2,0.4432098765432099,11889.333333333334,0.0006988070361937086,1.3599236779057085,30
F4RM,Yeast,24,8,3,0.4088664421997755,12376.5,0.0007049736062375208,1.3598440947715613,30
Random,Yeast,24,8,3,0.4143658810325476,11889.333333333334,0.0006958499744844933,1.3400255948070994,30
F4RM,Yeast,24,8,4,0.38529741863075195,12376.5,0.0007022277607272069,1.3519826242710673,30
Random,Yeast,24,8,4,0.40044893378226715,11889.333333333334,0.0006980626455818614,1.3438881010101433,30
F4RM,Yeast,28,8,1,0.4570145903479237,13794.0,0.0007250054739415645,1.4038346096346475,30
Random,Yeast,28,8,1,0.4595959595959595,13353.0,0.0007207151036709547,1.389136907407297,30
F4RM,Yeast,28,8,2,0.421324354657688,13794.0,0.0007218584806347887,1.4054153102014202,30
Random,Yeast,28,8,2,0.4260381593714927,13353.0,0.0007113333830299477,1.3847176328418498,30
F4RM,Yeast,28,8,3,0.38608305274971944,13794.0,0.0007310428967078527,1.4077766075119897,30
Random,Yeast,28,8,3,0.39932659932659936,13353.0,0.0007214264012873172,1.4057050680681045,30
F4RM,Yeast,28,8,4,0.3621773288439955,13794.0,0.0007277194604588051,1.3866767550658698,30
Random,Yeast,28,8,4,0.3702581369248036,13353.0,0.0007169570230568449,1.3995276085664463,30
F4RM,Yeast,32,8,1,0.4131313131313131,10272.0,0.0005846847275582452,0.996563079799332,30
Random,Yeast,32,8,1,0.4118967452300785,9980.166666666666,0.0005843222956173122,0.991652731174304,30
F4RM,Yeast,32,8,2,0.36386083052749724,10272.0,0.0005897070669258635,0.9966938020546494,30
Random,Yeast,32,8,2,0.37003367003366994,9980.166666666666,0.0005757847024748723,0.9830664283063943,30
F4RM,Yeast,32,8,3,0.3399551066217733,10272.0,0.0005885541555471719,1.0003645561518426,30
Random,Yeast,32,8,3,0.3398428731762066,9980.166666666666,0.0005781567849529286,1.0019222349681036,30
F4RM,Yeast,32,8,4,0.3272727272727273,10272.0,0.0005893209367059171,0.9936073849314258,30
Random,Yeast,32,8,4,0.3278338945005613,9980.166666666666,0.0005842528073117137,0.9859238952966919,30
F4RM,Yeast,48,8,1,0.372615039281706,11142.166666666666,0.0006398999908318122,1.1037457389412102,30
Random,Yeast,48,8,1,0.36891133557800226,11136.833333333334,0.0006344847963191569,1.101739462632289,30
F4RM,Yeast,48,8,2,0.3296296296296297,11142.166666666666,0.00065202369975547,1.1138651701888251,30
Random,Yeast,48,8,2,0.32884399551066223,11136.833333333334,0.0006370568919616441,1.0875186320565697,30
F4RM,Yeast,48,8,3,0.318294051627385,11142.166666666666,0.0006474166875705123,1.1107135944561792,30
Random,Yeast,48,8,3,0.3199775533108867,11136.833333333334,0.0006364152572738628,1.101495983449096,30
F4RM,Yeast,48,8,4,0.3153759820426487,11142.166666666666,0.0006372790861253937,1.1017302774503308,30
Random,Yeast,48,8,4,0.31739618406285075,11136.833333333334,0.0006386404042132199,1.0994437812303854,30
F4RM,Yeast,64,8,1,0.331537598204265,5794.5,0.000488618128777792,0.6342827009014141,30
Random,Yeast,64,8,1,0.331537598204265,5794.5,0.00048161240216965475,0.6353108794559065,30
F4RM,Yeast,64,8,2,0.31290684624017956,5794.5,0.00048496392167483767,0.6302511768977918,30
Random,Yeast,64,8,2,0.31290684624017956,5794.5,0.0004750971139098207,0.6314016895328977,30
F4RM,Yeast,64,8,3,0.31313131313131315,5794.5,0.0004818777049270769,0.631443538946569,30
Random,Yeast,64,8,3,0.31313131313131315,5794.5,0.00047225419742365676,0.6291198708309335,30
F4RM,Yeast,64,8,4,0.31313131313131315,5794.5,0.0004912778269499541,0.6363212102741905,30
Random,Yeast,64,8,4,0.31313131313131315,5794.5,0.00047645970868567626,0.6301721947855085,30
F4RM,Yeast,2,16,1,0.36801346801346796,8799.333333333334,0.005188540237334867,14.537256527232165,30
Random,Yeast,2,16,1,0.37598204264870927,8609.5,0.005136432005868604,14.465025379965299,30
F4RM,Yeast,2,16,2,0.3927048260381594,8799.333333333334,0.005157220848680784,14.404292734743303,30
Random,Yeast,2,16,2,0.39842873176206506,8609.5,0.005125570793946584,14.373601683939144,30
F4RM,Yeast,2,16,3,0.41661054994388336,8799.333333333334,0.005156463931780308,14.476922006731984,30
Random,Yeast,2,16,3,0.4197530864197531,8609.5,0.0051298528327606615,14.412453187489517,30
F4RM,Yeast,2,16,4,0.432996632996633,8799.333333333334,0.005139940115623176,14.525187198139568,30
Random,Yeast,2,16,4,0.429405162738496,8609.5,0.005198645867252102,14.698915128668249,30
